Integrais por trapezio PC
Tempo;Resultado;Erro;A;B
0.1979999989;2499.99;0.01000022073;0;10
0.1030000001;2499.98;0.01999997025;0;10
0.06700000167;2499.96;0.03999971615;0;10
0.04899999872;2499.920001;0.07999896834;0;10
0.0390000008;2499.95;0.04999957913;0;10
0.03200000152;2499.900002;0.09999840325;0;10
0.02800000086;2499.920001;0.07999894089;0;10
0.02600000054;2499.920001;0.07999888224;0;10
0.02199999988;2499.900002;0.09999828528;0;10
0.01999999955;2499.900002;0.09999826;0;10
0.01799999923;2499.880002;0.1199975409;0;10
0.01600000076;2499.840004;0.1599957928;0;10
0.01499999966;2499.860003;0.1399966197;0;10
0.01400000043;2499.780008;0.2199922482;0;10
0.01300000027;2499.75001;0.2499900748;0;10
0.0120000001;2499.840004;0.1599955234;0;10
0.01099999994;1666.436678;833.5633222;0;10
0.01099999994;1666.540003;833.4599972;0;10
0.01099999994;1666.403348;833.596652;0;10
0.008999999613;1666.466675;833.5333253;0;10
0.009999999776;1666.520007;833.479993;0;10
0.00800000038;2499.660019;0.3399814501;0;10
0.00800000038;2499.710014;0.2899860571;0;10
0.00800000038;2499.600025;0.3999745674;0;10
0.00800000038;2499.750011;0.2499890634;0;10
0.00800000038;2499.600026;0.3999743064;0;10
0.007000000216;2499.720014;0.2799864082;0;10
0.007000000216;2499.640021;0.3599785988;0;10
0.007000000216;2499.490041;0.5099588901;0;10
0.006000000052;2499.600026;0.3999737518;0;10
0.006000000052;2499.670019;0.329981262;0;10
0.007000000216;2499.360064;0.6399359975;0;10
0.006000000052;2499.66002;0.3399799396;0;10
0.004999999888;2499.400057;0.5999431201;0;10
0.006000000052;2499.500041;0.4999594423;0;10
0.004999999888;2499.360065;0.6399353226;0;10
0.004999999888;2499.620025;0.379974914;0;10
0.004999999888;2499.320073;0.6799270371;0;10
0.004999999888;2499.600028;0.3999721987;0;10
0.004999999888;2499.2001;0.7999000023;0;10
0.004999999888;2499.490043;0.5099567859;0;10
0.006000000052;2499.360066;0.6399341514;0;10
0.00400000019;2499.220096;0.7799041264;0;10
0.00400000019;2499.440052;0.5599481224;0;10
0.004999999888;2499.45005;0.5499495635;0;10
0.00400000019;2499.480046;0.519954148;0;10
0.00400000019;2499.25009;0.7499101081;0;10
