Integrais por Barra PC
Tempo;Resultado;Erro;A;B
0;2485.79;14.2128;0;10
0;2487.48;12.5196;0;10
0;2489.17;10.8256;0;10
0;2490.87;9.13068;0;10
0;2492.57;7.43491;0;10
0;2494.26;5.73828;0;10
0;2495.96;4.04078;0;10
0;2497.66;2.34242;0;10
0;2499.36;0.643188;0;10
0;2442.73;57.2748;0;10
0;2444.39;55.6135;0;10
0;2446.05;53.9513;0;10
0;2447.71;52.2883;0;10
0;2449.38;50.6245;0;10
0;2451.04;48.9598;0;10
0;2452.71;47.2943;0;10
0;2454.37;45.6279;0;10
0;2456.04;43.9607;0;10
0;2457.71;42.2926;0;10
0;2459.38;40.6237;0;10
0;2461.05;38.9539;0;10
0;2462.72;37.2833;0;10
0;2464.39;35.6118;0;10
0;2466.06;33.9395;0;10
0;2467.73;32.2663;0;10
0;2469.41;30.5922;0;10
0;2471.08;28.9174;0;10
0;2472.76;27.2416;0;10
0;2474.43;25.565;0;10
0;2476.11;23.8876;0;10
0;2477.79;22.2093;0;10
0;2479.47;20.5301;0;10
0;2481.15;18.8501;0;10
0;2482.83;17.1693;0;10
0;2484.51;15.4876;0;10
0;2486.19;13.805;0;10
0;2487.88;12.1216;0;10
0;2489.56;10.4373;0;10
0;2491.25;8.75221;0;10
0;2492.93;7.06623;0;10
0;2494.62;5.3794;0;10
0;2496.31;3.6917;0;10
0;2498;2.00316;0;10
0;2499.69;0.31375;0;10
0;2442.7;57.3048;0;10
0;2444.35;55.6533;0;10
0;2446;54.001;0;10
0;2447.65;52.3479;0;10
0;2449.31;50.694;0;10
0;2450.96;49.0392;0;10
0;2452.62;47.3835;0;10
0;2454.27;45.7271;0;10
0;2455.93;44.0697;0;10
0;2457.59;42.4116;0;10
0;2459.25;40.7526;0;10
0;2460.91;39.0928;0;10
0;2462.57;37.4321;0;10
0;2464.23;35.7706;0;10
0;2465.89;34.1082;0;10
0;2467.55;32.445;0;10
0;2469.22;30.781;0;10
0;2470.88;29.1161;0;10
0;2472.55;27.4504;0;10
0;2474.22;25.7838;0;10
0;2475.88;24.1164;0;10
0;2477.55;22.4482;0;10
0;2479.22;20.7791;0;10
0;2480.89;19.1092;0;10
0;2482.56;17.4384;0;10
0;2484.23;15.7668;0;10
0;2485.91;14.0943;0;10
0;2487.58;12.421;0;10
0;2489.25;10.7469;0;10
0;2490.93;9.07188;0;10
0;2492.6;7.39604;0;10
0;2494.28;5.71935;0;10
0;2495.96;4.04182;0;10
0;2497.64;2.36344;0;10
0;2499.32;0.684216;0;10
0;2441.98;58.0226;0;10
0;2443.62;56.3814;0;10
0.001;2445.26;54.7393;0;10
0;2446.9;53.0964;0;10
0;2448.55;51.4526;0;10
0;2450.19;49.8081;0;10
0;2451.84;48.1627;0;10
0;2453.48;46.5165;0;10
0;2455.13;44.8694;0;10
0;2456.78;43.2216;0;10
0;2458.43;41.5728;0;10
0;2460.08;39.9233;0;10
0;2461.73;38.2729;0;10
0;2463.38;36.6217;0;10
0;2465.03;34.9697;0;10
0;2466.68;33.3169;0;10
0;2468.34;31.6632;0;10
0;2469.99;30.0087;0;10
0;2471.65;28.3533;0;10
0;2473.3;26.6971;0;10
0;2474.96;25.0401;0;10
0;2476.62;23.3823;0;10
0;2478.28;21.7236;0;10
0;2479.94;20.0641;0;10
0;2481.6;18.4037;0;10
0;2483.26;16.7425;0;10
0;2484.92;15.0805;0;10
0;2486.58;13.4177;0;10
0;2488.25;11.754;0;10
0;2489.91;10.0895;0;10
0;2491.58;8.42412;0;10
0;2493.24;6.75793;0;10
0;2494.91;5.09091;0;10
0;2496.58;3.42305;0;10
0;2498.25;1.75435;0;10
0;2499.92;0.0848196;0;10
0;2442.2;57.7972;0;10
0;2443.83;56.1656;0;10
0;2445.47;54.5333;0;10
0;2447.1;52.9001;0;10
0;2448.73;51.2661;0;10
0;2450.37;49.6313;0;10
0;2452;47.9957;0;10
0;2453.64;46.3592;0;10
0;2455.28;44.722;0;10
0;2456.92;43.0839;0;10
0;2458.56;41.445;0;10
0;2460.19;39.8053;0;10
0;2461.84;38.1647;0;10
0;2463.48;36.5234;0;10
0;2465.12;34.8812;0;10
0;2466.76;33.2382;0;10
0;2468.41;31.5944;0;10
0;2470.05;29.9497;0;10
0;2471.7;28.3043;0;10
0;2473.34;26.658;0;10
0;2474.99;25.0109;0;10
0;2476.64;23.3629;0;10
0;2478.29;21.7142;0;10
0;2479.94;20.0646;0;10
0;2481.59;18.4142;0;10
0;2483.24;16.763;0;10
0;2484.89;15.1109;0;10
0;2486.54;13.458;0;10
0;2488.2;11.8043;0;10
0;2489.85;10.1498;0;10
0;2491.51;8.49448;0;10
0;2493.16;6.83831;0;10
0;2494.82;5.18131;0;10
0;2496.48;3.52348;0;10
0;2498.14;1.86483;0;10
0;2499.79;0.205355;0;10
0;2441.72;58.2791;0;10
0;2443.34;56.6577;0;10
0;2444.96;55.0354;0;10
0;2446.59;53.4123;0;10
0;2448.21;51.7884;0;10
0;2449.84;50.1637;0;10
0;2451.46;48.5382;0;10
0;2453.09;46.9119;0;10
0;2454.72;45.2848;0;10
0;2456.34;43.6569;0;10
0;2457.97;42.0281;0;10
0;2459.6;40.3986;0;10
0;2461.23;38.7682;0;10
0.001;2462.86;37.1371;0;10
0;2464.49;35.5051;0;10
0;2466.13;33.8723;0;10
0;2467.76;32.2387;0;10
0;2469.4;30.6043;0;10
0;2471.03;28.969;0;10
0;2472.67;27.333;0;10
0;2474.3;25.6962;0;10
0;2475.94;24.0585;0;10
0;2477.58;22.42;0;10
0;2479.22;20.7807;0;10
0;2480.86;19.1406;0;10
0;2482.5;17.4997;0;10
0;2484.14;15.858;0;10
0;2485.78;14.2154;0;10
0;2487.43;12.5721;0;10
0;2489.07;10.9279;0;10
0;2490.72;9.28292;0;10
0;2492.36;7.63711;0;10
0;2494.01;5.9905;0;10
0;2495.66;4.34306;0;10
0.001;2497.31;2.69481;0;10
0;2498.95;1.04575;0;10
0;2440.53;59.4682;0;10
0;2442.14;57.8572;0;10
0;2443.75;56.2454;0;10
0;2445.37;54.6327;0;10
0;2446.98;53.0193;0;10
0;2448.59;51.405;0;10
0;2450.21;49.79;0;10
0;2451.83;48.1742;0;10
0;2453.44;46.5575;0;10
0;2455.06;44.9401;0;10
0;2456.68;43.3219;0;10
0;2458.3;41.7028;0;10
0;2459.92;40.083;0;10
0;2461.54;38.4624;0;10
0;2463.16;36.8409;0;10
0;2464.78;35.2187;0;10
0;2466.4;33.5957;0;10
0;2468.03;31.9718;0;10
0;2469.65;30.3472;0;10
0;2471.28;28.7218;0;10
0;2472.9;27.0955;0;10
0;2474.53;25.4685;0;10
0;2476.16;23.8406;0;10
0;2477.79;22.212;0;10
0;2479.42;20.5825;0;10
0;2481.05;18.9523;0;10
0;2482.68;17.3212;0;10
0;2484.31;15.6893;0;10
0;2485.94;14.0567;0;10
0;2487.58;12.4232;0;10
0;2489.21;10.7889;0;10
0;2490.85;9.15384;0;10
0;2492.48;7.51795;0;10
0;2494.12;5.88125;0;10
0;2495.76;4.24375;0;10
0;2497.39;2.60544;0;10
0;2499.03;0.966331;0;10
0;2440.24;59.7634;0;10
0;2441.84;58.1623;0;10
0;2443.44;56.5605;0;10
0;2445.04;54.9578;0;10
0;2446.65;53.3544;0;10
0;2448.25;51.7502;0;10
0;2449.85;50.1452;0;10
0;2451.46;48.5394;0;10
0;2453.07;46.9328;0;10
0;2454.67;45.3254;0;10
0;2456.28;43.7172;0;10
0;2457.89;42.1082;0;10
0;2459.5;40.4985;0;10
0;2461.11;38.8879;0;10
0;2462.72;37.2766;0;10
0;2464.34;35.6645;0;10
0;2465.95;34.0516;0;10
0;2467.56;32.4379;0;10
0;2469.18;30.8234;0;10
0;2470.79;29.2081;0;10
0;2472.41;27.592;0;10
0;2474.02;25.9751;0;10
0;2475.64;24.3574;0;10
0;2477.26;22.739;0;10
0;2478.88;21.1197;0;10
0;2480.5;19.4997;0;10
0;2482.12;17.8788;0;10
0;2483.74;16.2572;0;10
0;2485.37;14.6347;0;10
0;2486.99;13.0115;0;10
0;2488.61;11.3875;0;10
0;2490.24;9.76267;0;10
0;2491.86;8.13706;0;10
0;2493.49;6.51065;0;10
0;2495.12;4.88344;0;10
0;2496.74;3.25544;0;10
0;2498.37;1.62664;0;10
0;2439.21;60.7851;0;10
0;2440.81;59.1944;0;10
0;2442.4;57.6028;0;10
0;2443.99;56.0105;0;10
0;2445.58;54.4175;0;10
0;2447.18;52.8236;0;10
0;2448.77;51.229;0;10
0;2450.37;49.6335;0;10
0;2451.96;48.0373;0;10
0;2453.56;46.4404;0;10
0;2455.16;44.8426;0;10
0;2456.76;43.2441;0;10
0;2458.36;41.6447;0;10
0;2459.96;40.0446;0;10
0;2461.56;38.4437;0;10
0;2463.16;36.8421;0;10
0;2464.76;35.2396;0;10
0;2466.36;33.6364;0;10
0;2467.97;32.0324;0;10
0;2469.57;30.4276;0;10
0;2471.18;28.822;0;10
0;2472.78;27.2157;0;10
0;2474.39;25.6085;0;10
0;2476;24.0006;0;10
0;2477.61;22.3919;0;10
0;2479.22;20.7824;0;10
0;2480.83;19.1722;0;10
0;2482.44;17.5611;0;10
0.001;2484.05;15.9493;0;10
0;2485.66;14.3366;0;10
0;2487.28;12.7232;0;10
0;2488.89;11.109;0;10
0;2490.51;9.49403;0;10
0;2492.12;7.87827;0;10
0;2493.74;6.26171;0;10
0;2495.36;4.64437;0;10
0;2496.97;3.02624;0;10
0;2498.59;1.40733;0;10
0;2439.05;60.9526;0;10
0;2440.63;59.3717;0;10
0;2442.21;57.7901;0;10
0;2443.79;56.2077;0;10
0;2445.38;54.6246;0;10
0;2446.96;53.0407;0;10
0;2448.54;51.456;0;10
0;2450.13;49.8705;0;10
0;2451.72;48.2843;0;10
0;2453.3;46.6973;0;10
0;2454.89;45.1095;0;10
0.001;2456.48;43.521;0;10
0;2458.07;41.9317;0;10
0;2459.66;40.3416;0;10
0;2461.25;38.7507;0;10
0;2462.84;37.1591;0;10
0;2464.43;35.5667;0;10
0;2466.03;33.9735;0;10
0;2467.62;32.3796;0;10
0;2469.22;30.7849;0;10
0;2470.81;29.1894;0;10
0;2472.41;27.5931;0;10
0;2474;25.9961;0;10
0;2475.6;24.3983;0;10
0;2477.2;22.7997;0;10
0;2478.8;21.2004;0;10
0;2480.4;19.6002;0;10
0;2482;17.9993;0;10
0;2483.6;16.3977;0;10
0;2485.2;14.7952;0;10
0;2486.81;13.192;0;10
0.001;2488.41;11.588;0;10
0;2490.02;9.98319;0;10
0;2491.62;8.37764;0;10
0;2493.23;6.7713;0;10
0;2494.84;5.16419;0;10
0;2496.44;3.55631;0;10
0;2498.05;1.94765;0;10
0;2499.66;0.338205;0;10
0;2439.7;60.2954;0;10
0;2441.28;58.7241;0;10
0;2442.85;57.152;0;10
0;2444.42;55.5791;0;10
0;2445.99;54.0055;0;10
0;2447.57;52.4311;0;10
0;2449.14;50.856;0;10
0;2450.72;49.2801;0;10
0;2452.3;47.7034;0;10
0;2453.87;46.126;0;10
0;2455.45;44.5478;0;10
0;2457.03;42.9689;0;10
0;2458.61;41.3892;0;10
0;2460.19;39.8087;0;10
0;2461.77;38.2275;0;10
0;2463.35;36.6455;0;10
0;2464.94;35.0627;0;10
0;2466.52;33.4792;0;10
0;2468.11;31.8949;0;10
0;2469.69;30.3099;0;10
0;2471.28;28.7241;0;10
0;2472.86;27.1375;0;10
0;2474.45;25.5502;0;10
0;2476.04;23.9621;0;10
0;2477.63;22.3732;0;10
0;2479.22;20.7836;0;10
0;2480.81;19.1932;0;10
0;2482.4;17.6021;0;10
0;2483.99;16.0102;0;10
0;2485.58;14.4175;0;10
0;2487.18;12.824;0;10
0;2488.77;11.2298;0;10
0;2490.37;9.63483;0;10
0;2491.96;8.03908;0;10
0;2493.56;6.44256;0;10
0;2495.15;4.84528;0;10
0;2496.75;3.24723;0;10
0;2498.35;1.64841;0;10
0;2438.04;61.9647;0;10
0;2439.6;60.404;0;10
0;2441.16;58.8425;0;10
0;2442.72;57.2803;0;10
0;2444.28;55.7174;0;10
0;2445.85;54.1536;0;10
0;2447.41;52.5892;0;10
0;2448.98;51.024;0;10
0;2450.54;49.458;0;10
0;2452.11;47.8913;0;10
0;2453.68;46.3238;0;10
0;2455.24;44.7556;0;10
0;2456.81;43.1866;0;10
0;2458.38;41.6169;0;10
0;2459.95;40.0464;0;10
0;2461.52;38.4752;0;10
0;2463.1;36.9032;0;10
0;2464.67;35.3305;0;10
0;2466.24;33.757;0;10
0;2467.82;32.1827;0;10
0;2469.39;30.6078;0;10
0;2470.97;29.032;0;10
0;2472.54;27.4555;0;10
0;2474.12;25.8783;0;10
0;2475.7;24.3002;0;10
0;2477.28;22.7215;0;10
0;2478.86;21.142;0;10
0;2480.44;19.5617;0;10
0;2482.02;17.9807;0;10
0;2483.6;16.3989;0;10
0;2485.18;14.8163;0;10
0;2486.77;13.233;0;10
0;2488.35;11.649;0;10
0;2489.94;10.0642;0;10
0;2491.52;8.4786;0;10
0;2493.11;6.89227;0;10
0;2494.69;5.30519;0;10
0;2496.28;3.71735;0;10
0.001;2497.87;2.12875;0;10
0;2499.46;0.539399;0;10
0;2438.72;61.2783;0;10
0;2440.27;59.7271;0;10
0;2441.82;58.1751;0;10
0;2443.38;56.6224;0;10
0;2444.93;55.069;0;10
0;2446.49;53.5148;0;10
0;2448.04;51.9599;0;10
0;2449.6;50.4042;0;10
0;2451.15;48.8478;0;10
0;2452.71;47.2906;0;10
0;2454.27;45.7327;0;10
0;2455.83;44.1741;0;10
0;2457.39;42.6147;0;10
0;2458.95;41.0546;0;10
0;2460.51;39.4937;0;10
0;2462.07;37.9321;0;10
0;2463.63;36.3698;0;10
0;2465.19;34.8067;0;10
0;2466.76;33.2428;0;10
0;2468.32;31.6783;0;10
0;2469.89;30.1129;0;10
0;2471.45;28.5469;0;10
0;2473.02;26.9801;0;10
0;2474.59;25.4125;0;10
0;2476.16;23.8442;0;10
0;2477.72;22.2751;0;10
0;2479.29;20.7053;0;10
0;2480.87;19.1348;0;10
0;2482.44;17.5635;0;10
0;2484.01;15.9915;0;10
0;2485.58;14.4187;0;10
0;2487.15;12.8452;0;10
0;2488.73;11.2709;0;10
0;2490.3;9.69589;0;10
0;2491.88;8.12012;0;10
0;2493.46;6.54361;0;10
0;2495.03;4.96634;0;10
0;2496.61;3.38833;0;10
0;2498.19;1.80957;0;10
0;2499.77;0.230064;0;10
0.001;2438.62;61.3771;0;10
0;2440.16;59.8357;0;10
0;2441.71;58.2936;0;10
0;2443.25;56.7508;0;10
0;2444.79;55.2073;0;10
0;2446.34;53.663;0;10
0;2447.88;52.118;0;10
0;2449.43;50.5722;0;10
0;2450.97;49.0258;0;10
0;2452.52;47.4785;0;10
0;2454.07;45.9306;0;10
0;2455.62;44.3819;0;10
0;2457.17;42.8325;0;10
0;2458.72;41.2824;0;10
0;2460.27;39.7315;0;10
0;2461.82;38.1799;0;10
0;2463.37;36.6276;0;10
0;2464.93;35.0745;0;10
0;2466.48;33.5207;0;10
0;2468.03;31.9661;0;10
0;2469.59;30.4108;0;10
0;2471.15;28.8548;0;10
0;2472.7;27.2981;0;10
0;2474.26;25.7406;0;10
0;2475.82;24.1824;0;10
0;2477.38;22.6234;0;10
0;2478.94;21.0637;0;10
0;2480.5;19.5033;0;10
0;2482.06;17.9421;0;10
0;2483.62;16.3802;0;10
0;2485.18;14.8176;0;10
0;2486.75;13.2542;0;10
0;2488.31;11.6901;0;10
0;2489.87;10.1252;0;10
0;2491.44;8.55966;0;10
0;2493.01;6.99333;0;10
0;2494.57;5.42626;0;10
0;2496.14;3.85846;0;10
0;2497.71;2.28991;0;10
0;2499.28;0.720631;0;10
0;2437.74;62.261;0;10
0;2439.27;60.7299;0;10
0.001;2440.8;59.198;0;10
0;2442.33;57.6655;0;10
0;2443.87;56.1322;0;10
0;2445.4;54.5982;0;10
0;2446.94;53.0634;0;10
0;2448.47;51.528;0;10
0;2450.01;49.9918;0;10
0;2451.55;48.4549;0;10
0;2453.08;46.9173;0;10
0;2454.62;45.3789;0;10
0;2456.16;43.8399;0;10
0;2457.7;42.3001;0;10
0;2459.24;40.7596;0;10
0;2460.78;39.2183;0;10
0;2462.32;37.6764;0;10
0;2463.87;36.1337;0;10
0;2465.41;34.5903;0;10
0;2466.95;33.0461;0;10
0;2468.5;31.5012;0;10
0;2470.04;29.9557;0;10
0;2471.59;28.4093;0;10
0;2473.14;26.8623;0;10
0;2474.69;25.3145;0;10
0;2476.23;23.766;0;10
0;2477.78;22.2168;0;10
0;2479.33;20.6669;0;10
0;2480.88;19.1162;0;10
0;2482.44;17.5648;0;10
0;2483.99;16.0127;0;10
0;2485.54;14.4598;0;10
0;2487.09;12.9062;0;10
0;2488.65;11.3519;0;10
0;2490.2;9.79688;0;10
0;2491.76;8.24112;0;10
0;2493.32;6.68462;0;10
0;2494.87;5.12739;0;10
0;2496.43;3.56943;0;10
0;2497.99;2.01075;0;10
0;2499.55;0.451332;0;10
0;2437.59;62.4088;0;10
0;2439.11;60.8876;0;10
0;2440.63;59.3656;0;10
0;2442.16;57.843;0;10
0;2443.68;56.3196;0;10
0;2445.2;54.7955;0;10
0;2446.73;53.2707;0;10
0;2448.25;51.7452;0;10
0;2449.78;50.219;0;10
0;2451.31;48.692;0;10
0;2452.84;47.1644;0;10
0;2454.36;45.636;0;10
0;2455.89;44.1069;0;10
0;2457.42;42.5772;0;10
0;2458.95;41.0466;0;10
0;2460.48;39.5154;0;10
0;2462.02;37.9835;0;10
0;2463.55;36.4508;0;10
0;2465.08;34.9175;0;10
0;2466.62;33.3834;0;10
0;2468.15;31.8486;0;10
0;2469.69;30.3131;0;10
0;2471.22;28.7768;0;10
0;2472.76;27.2399;0;10
0;2474.3;25.7022;0;10
0.001;2475.84;24.1638;0;10
0;2477.38;22.6247;0;10
0;2478.92;21.0849;0;10
0;2480.46;19.5444;0;10
0;2482;18.0031;0;10
0;2483.54;16.4611;0;10
0;2485.08;14.9185;0;10
0;2486.62;13.375;0;10
0;2488.17;11.8309;0;10
0;2489.71;10.2861;0;10
0;2491.26;8.7405;0;10
0;2492.81;7.19422;0;10
0;2494.35;5.64721;0;10
0;2495.9;4.09949;0;10
0;2497.45;2.55104;0;10
0;2499;1.00187;0;10
0;2436.64;63.3611;0;10
0;2438.15;61.8501;0;10
0;2439.66;60.3385;0;10
0;2441.17;58.8261;0;10
0;2442.69;57.313;0;10
0;2444.2;55.7992;0;10
0;2445.72;54.2847;0;10
0;2447.23;52.7695;0;10
0;2448.75;51.2536;0;10
0;2450.26;49.737;0;10
0;2451.78;48.2197;0;10
0;2453.3;46.7017;0;10
0;2454.82;45.183;0;10
0;2456.34;43.6636;0;10
0;2457.86;42.1434;0;10
0;2459.38;40.6226;0;10
0;2460.9;39.1011;0;10
0;2462.42;37.5788;0;10
0;2463.94;36.0559;0;10
0;2465.47;34.5322;0;10
0;2466.99;33.0078;0;10
0;2468.52;31.4828;0;10
0;2470.04;29.957;0;10
0;2471.57;28.4305;0;10
0;2473.1;26.9033;0;10
0;2474.62;25.3754;0;10
0;2476.15;23.8468;0;10
0.001;2477.68;22.3175;0;10
0;2479.21;20.7875;0;10
0;2480.74;19.2567;0;10
0;2482.27;17.7253;0;10
0;2483.81;16.1931;0;10
0;2485.34;14.6603;0;10
0;2486.87;13.1267;0;10
0;2488.41;11.5924;0;10
0;2489.94;10.0574;0;10
0;2491.48;8.52175;0;10
0;2493.01;6.98534;0;10
0;2494.55;5.44822;0;10
0;2496.09;3.91039;0;10
0;2497.63;2.37185;0;10
0;2499.17;0.832599;0;10
0;2436.38;63.6168;0;10
0;2437.88;62.1158;0;10
0;2439.39;60.614;0;10
0;2440.89;59.1116;0;10
0;2442.39;57.6085;0;10
0;2443.9;56.1047;0;10
0;2445.4;54.6001;0;10
0;2446.91;53.0949;0;10
0;2448.41;51.589;0;10
0;2449.92;50.0824;0;10
0;2451.42;48.5751;0;10
0;2452.93;47.0672;0;10
0;2454.44;45.5585;0;10
0;2455.95;44.0491;0;10
0;2457.46;42.539;0;10
0;2458.97;41.0282;0;10
0;2460.48;39.5168;0;10
0;2462;38.0046;0;10
0;2463.51;36.4917;0;10
0;2465.02;34.9782;0;10
0;2466.54;33.4639;0;10
0;2468.05;31.949;0;10
0;2469.57;30.4333;0;10
0;2471.08;28.917;0;10
0;2472.6;27.3999;0;10
0;2474.12;25.8822;0;10
0;2475.64;24.3637;0;10
0.001;2477.16;22.8446;0;10
0;2478.68;21.3247;0;10
0;2480.2;19.8042;0;10
0;2481.72;18.2829;0;10
0;2483.24;16.761;0;10
0;2484.76;15.2384;0;10
0;2486.28;13.715;0;10
0;2487.81;12.191;0;10
0;2489.33;10.6662;0;10
0;2490.86;9.14079;0;10
0;2492.39;7.61465;0;10
0;2493.91;6.0878;0;10
0;2495.44;4.56025;0;10
0;2496.97;3.032;0;10
0;2498.5;1.50305;0;10
0;2435.3;64.6963;0;10
0;2436.79;63.2055;0;10
0;2438.29;61.7141;0;10
0;2439.78;60.222;0;10
0;2441.27;58.7292;0;10
0;2442.76;57.2357;0;10
0;2444.26;55.7416;0;10
0;2445.75;54.2467;0;10
0;2447.25;52.7512;0;10
0;2448.75;51.255;0;10
0;2450.24;49.7581;0;10
0;2451.74;48.2605;0;10
0;2453.24;46.7622;0;10
0;2454.74;45.2633;0;10
0;2456.24;43.7636;0;10
0;2457.74;42.2633;0;10
0;2459.24;40.7623;0;10
0;2460.74;39.2605;0;10
0;2462.24;37.7581;0;10
0;2463.74;36.2551;0;10
0;2465.25;34.7513;0;10
0;2466.75;33.2468;0;10
0;2468.26;31.7417;0;10
0;2469.76;30.2358;0;10
0;2471.27;28.7293;0;10
0;2472.78;27.2221;0;10
0;2474.29;25.7142;0;10
0;2475.79;24.2056;0;10
0.001;2477.3;22.6963;0;10
0;2478.81;21.1863;0;10
0;2480.32;19.6757;0;10
0;2481.84;18.1643;0;10
0;2483.35;16.6523;0;10
0;2484.86;15.1395;0;10
0;2486.37;13.6261;0;10
0;2487.89;12.112;0;10
0;2489.4;10.5972;0;10
0;2490.92;9.08166;0;10
0;2492.43;7.56546;0;10
0;2493.95;6.04858;0;10
0;2495.47;4.531;0;10
0;2496.99;3.01273;0;10
0;2498.51;1.49376;0;10
0;2434.88;65.1186;0;10
0;2436.36;63.6378;0;10
0;2437.84;62.1564;0;10
0;2439.33;60.6743;0;10
0;2440.81;59.1916;0;10
0;2442.29;57.7081;0;10
0;2443.78;56.224;0;10
0;2445.26;54.7392;0;10
0;2446.75;53.2538;0;10
0;2448.23;51.7676;0;10
0;2449.72;50.2808;0;10
0;2451.21;48.7933;0;10
0;2452.69;47.3051;0;10
0;2454.18;45.8163;0;10
0;2455.67;44.3268;0;10
0;2457.16;42.8366;0;10
0;2458.65;41.3457;0;10
0;2460.15;39.8541;0;10
0;2461.64;38.3619;0;10
0;2463.13;36.8689;0;10
0;2464.62;35.3754;0;10
0;2466.12;33.8811;0;10
0;2467.61;32.3861;0;10
0;2469.11;30.8905;0;10
0;2470.61;29.3942;0;10
0;2472.1;27.8972;0;10
0;2473.6;26.3995;0;10
0;2475.1;24.9011;0;10
0.001;2476.6;23.4021;0;10
0;2478.1;21.9024;0;10
0;2479.6;20.402;0;10
0;2481.1;18.9009;0;10
0;2482.6;17.3991;0;10
0;2484.1;15.8967;0;10
0;2485.61;14.3936;0;10
0;2487.11;12.8898;0;10
0;2488.61;11.3853;0;10
0;2490.12;9.88009;0;10
0;2491.63;8.37424;0;10
0;2493.13;6.8677;0;10
0;2494.64;5.36048;0;10
0;2496.15;3.85257;0;10
0;2497.66;2.34399;0;10
0;2499.17;0.834714;0;10
0;2435.09;64.9134;0;10
0;2436.56;63.4424;0;10
0;2438.03;61.9707;0;10
0;2439.5;60.4983;0;10
0;2440.97;59.0253;0;10
0;2442.45;57.5516;0;10
0;2443.92;56.0773;0;10
0;2445.4;54.6023;0;10
0;2446.87;53.1266;0;10
0;2448.35;51.6502;0;10
0;2449.83;50.1732;0;10
0;2451.3;48.6955;0;10
0;2452.78;47.2171;0;10
0;2454.26;45.7381;0;10
0;2455.74;44.2584;0;10
0;2457.22;42.7781;0;10
0;2458.7;41.297;0;10
0;2460.18;39.8153;0;10
0;2461.67;38.3329;0;10
0;2463.15;36.8499;0;10
0;2464.63;35.3662;0;10
0;2466.12;33.8818;0;10
0;2467.6;32.3967;0;10
0;2469.09;30.911;0;10
0;2470.58;29.4246;0;10
0;2472.06;27.9376;0;10
0;2473.55;26.4498;0;10
0;2475.04;24.9614;0;10
0;2476.53;23.4723;0;10
0;2478.02;21.9826;0;10
0;2479.51;20.4922;0;10
0;2481;19.0011;0;10
0;2482.49;17.5093;0;10
0;2483.98;16.0168;0;10
0;2485.48;14.5237;0;10
0;2486.97;13.0299;0;10
0;2488.46;11.5355;0;10
0;2489.96;10.0403;0;10
0;2491.46;8.54454;0;10
0;2492.95;7.04805;0;10
0;2494.45;5.5509;0;10
0;2495.95;4.05307;0;10
0;2497.45;2.55456;0;10
0;2498.94;1.05538;0;10
0;2434.43;65.571;0;10
0;2435.89;64.11;0;10
0;2437.35;62.6485;0;10
0;2438.81;61.1862;0;10
0;2440.28;59.7234;0;10
0.001;2441.74;58.2598;0;10
0;2443.2;56.7956;0;10
0;2444.67;55.3307;0;10
0;2446.13;53.8652;0;10
0;2447.6;52.399;0;10
0;2449.07;50.9322;0;10
0;2450.54;49.4647;0;10
0;2452;47.9966;0;10
0;2453.47;46.5277;0;10
0;2454.94;45.0583;0;10
0;2456.41;43.5881;0;10
0;2457.88;42.1173;0;10
0;2459.35;40.6459;0;10
0;2460.83;39.1738;0;10
0;2462.3;37.701;0;10
0;2463.77;36.2276;0;10
0;2465.25;34.7535;0;10
0;2466.72;33.2787;0;10
0;2468.2;31.8033;0;10
0;2469.67;30.3272;0;10
0;2471.15;28.8504;0;10
0;2472.63;27.373;0;10
0.001;2474.11;25.895;0;10
0;2475.58;24.4162;0;10
0;2477.06;22.9368;0;10
0;2478.54;21.4568;0;10
0;2480.02;19.9761;0;10
0;2481.51;18.4947;0;10
0;2482.99;17.0126;0;10
0;2484.47;15.5299;0;10
0;2485.95;14.0465;0;10
0;2487.44;12.5625;0;10
0;2488.92;11.0778;0;10
0;2490.41;9.59242;0;10
0;2491.89;8.10638;0;10
0;2493.38;6.61968;0;10
0;2494.87;5.13232;0;10
0;2496.36;3.64429;0;10
0;2497.84;2.1556;0;10
0;2499.33;0.666234;0;10
0;2434.36;65.6403;0;10
0;2435.81;64.1892;0;10
0;2437.26;62.7375;0;10
0;2438.71;61.2851;0;10
0;2440.17;59.8321;0;10
0;2441.62;58.3784;0;10
0;2443.08;56.9241;0;10
0;2444.53;55.4692;0;10
0;2445.99;54.0135;0;10
0;2447.44;52.5573;0;10
0;2448.9;51.1004;0;10
0;2450.36;49.6428;0;10
0;2451.82;48.1846;0;10
0;2453.27;46.7257;0;10
0;2454.73;45.2662;0;10
0;2456.19;43.806;0;10
0;2457.65;42.3452;0;10
0;2459.12;40.8837;0;10
0;2460.58;39.4216;0;10
0;2462.04;37.9588;0;10
0;2463.5;36.4954;0;10
0;2464.97;35.0313;0;10
0;2466.43;33.5665;0;10
0;2467.9;32.1011;0;10
0;2469.36;30.6351;0;10
0;2470.83;29.1684;0;10
0;2472.3;27.7011;0;10
0;2473.77;26.2331;0;10
0;2475.24;24.7644;0;10
0;2476.7;23.2951;0;10
0;2478.17;21.8251;0;10
0;2479.65;20.3545;0;10
0;2481.12;18.8832;0;10
0;2482.59;17.4113;0;10
0;2484.06;15.9387;0;10
0;2485.53;14.4655;0;10
0;2487.01;12.9916;0;10
0;2488.48;11.5171;0;10
0;2489.96;10.0418;0;10
